name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Behrouz Biryani,Yes,No,4.0,358,18002700928,Koramangala 8th Block,Delivery,"Gulab Jamun, Mint Raita, Paneer Subz Biryani, Hyderabadi Biryani, Mutton Biryani, Biryani Box, Basmati Rice",Biryani,650.0
Leon Grill,Yes,No,4.3,171,080 41201051,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food",500.0
La Pino'z Pizza,Yes,No,4.1,506,080 49652662,Koramangala 4th Block,Quick Bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages",600.0
Momoz,No,No,3.9,626,080 41739353,Koramangala 5th Block,Casual Dining,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos",600.0
Abhiruchi Hotel,Yes,No,3.5,739,080 49652141,BTM,Casual Dining,"Dum Biryani, Prawn Curry, Paneer Biryani, Chicken Boneless Biryani, Apollo Fish","Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600.0
Capsicum Family Restaurant,Yes,No,3.8,257,080 49652486,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800.0
Truly Punjab,Yes,No,4.1,391,080 49652871,Koramangala 1st Block,"Takeaway, Delivery","Raita, Sarson Ka Saag, Paneer Tikka Masala, Paratha, Sarso Da Saag, Chole, Dal Fry","North Indian, Biryani",500.0
Mid-Night Crunch,Yes,No,3.7,455,+91 7829286850,HSR,"Takeaway, Delivery",Rolls,"North Indian, Chinese",400.0
Kannur Food Point,Yes,No,3.7,217,+91 9895940323,BTM,Quick Bites,Roast Chicken,"Kerala, Chinese",200.0
Biryani Pot,Yes,No,3.8,1080,080 49652177,BTM,Casual Dining,"Hyderabadi Biryani, Vegetable Biryani, Mutton Biryani, Veg Dum Biryani, Chicken Boneless Biryani, Egg Biryani, Chicken Dum Biryani",Biryani,500.0
Just Shawarma,Yes,No,4.0,413,+91 7676764422,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta",Arabian,300.0
Sri Ganesh Juice Junction,Yes,No,4.1,212,+91 9591274301,Koramangala 8th Block,Beverage Shop,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food",150.0
Roti Wala,Yes,No,4.0,201,080 71967538,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300.0
Gurukrupa Paratha House,Yes,No,3.9,641,080 71967783,Old Airport Road,Quick Bites,"Paratha, Tikka, Rajma, Sweet Lassi, Murgh Patiala, Paneer Lababdar, Dal Makhani","North Indian, Chinese",400.0
Subway,Yes,No,3.7,219,080 22067695,Koramangala 5th Block,"Quick Bites, Food Court","Salads, Chicken Tikka, Veg Shammi, Teriyaki Chicken, Sandwich, Veggie Delight, Aloo Patty","Salad, Fast Food",600.0
Wok Paper Scissors,Yes,No,4.3,1593,00 7204653999,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos",550.0
Empire Restaurant,Yes,No,4.1,6948,080 45128675,Koramangala 5th Block,Casual Dining,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","North Indian, Mughlai, South Indian, Chinese",750.0
Swad Punjab Da,Yes,No,4.1,133,+91 8360151853,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",North Indian,150.0
Apna Punjab,Yes,No,3.7,479,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Paratha, Chole, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450.0
Birinz,Yes,No,4.3,83,080 49653397,HSR,Casual Dining,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani, Raita","Biryani, Kebab, Fast Food",650.0
Faasos,Yes,No,4.0,461,+91 7700020020,Koramangala 8th Block,Quick Bites,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap","North Indian, Biryani, Fast Food",500.0
Corner House Ice Cream,Yes,No,4.6,278,+91 7337681817,Koramangala 5th Block,Dessert Parlor,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge","Ice Cream, Desserts",400.0
Al-Bek,Yes,No,3.6,140,080 43334321,HSR,"Takeaway, Delivery","Mutton Biryani, Chicken Biryani, Shawarma, Kalmi Kabab, Butter Chicken, Chicken Grill, Garlic Chicken","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0
Punjabi Nawabi,Yes,No,4.0,108,+91 9599698659,Koramangala 1st Block,Casual Dining,"Tikka, Saag, Dal Makhani, Naan, Makke Ki Roti",North Indian,500.0
Dhaba Express,Yes,No,3.7,175,+91 8867456453,HSR,"Takeaway, Delivery",Paratha,"Biryani, Fast Food, North Indian, Chinese",400.0
Maa Bhook Lagi,Yes,No,3.9,297,+91 8197726028,Koramangala 4th Block,"Takeaway, Delivery","Chole, Kheer, Biryani, Liti Chokha, Litti, Churma, Raita",North Indian,400.0
Royal Biryani Kitchen,Yes,No,3.9,193,080 45128743,BTM,Quick Bites,"Mutton Biryani, Dragon Chicken, Chicken Dum Biryani, Vegetable Biryani, Paneer Biryani","Biryani, North Indian, Kebab",600.0
Zero Mile Punjab,Yes,Yes,4.1,1342,+91 9986785586,HSR,Casual Dining,"Lassi, Chicken Curry, Chicken Malai Tikka, Butter Chicken, Panner Tikka, Butter Naan, Murgh Makhni","North Indian, Mughlai",800.0
Dum Biryani Hub,Yes,No,3.9,66,080 49653144,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",Biryani,700.0
Chaat Street,Yes,No,3.9,293,080 49652608,Koramangala 6th Block,Kiosk,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian",250.0
Midnight Mania,Yes,No,4.1,725,080 43005560,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages",700.0
Sagar Fast Food,Yes,No,4.0,138,+91 8884520900,Koramangala 8th Block,Quick Bites,Neer Dosa,"South Indian, North Indian, Street Food, Chinese",250.0
Savoury Restaurant,Yes,No,3.9,421,080 49994999,BTM,Casual Dining,"Shawarma, Bamboo Biryani, Chicken Shawarama, Chicken Grill, Chicken Kebab, Fish, Appam","Arabian, North Indian, Chinese, Fast Food",800.0
Hatti Punjab Di,Yes,No,3.9,234,080 49652491,Koramangala 1st Block,"Takeaway, Delivery","Aloo Paratha, Burgers, Momos, Gulab Jamun, Mutton Roganjosh, Noodles, Butter Chicken","North Indian, Chinese",250.0
Sri Vishnu Park,Yes,No,3.8,100,080 49702828,BTM,Casual Dining,Masala Dosa,"South Indian, North Indian, Chinese",350.0
Meghana Foods,Yes,No,4.4,7234,080 49653429,Koramangala 5th Block,Casual Dining,"Chicken Boneless Biryani, Egg Curry, Andhra Biryani, Hyderabadi Biryani, Paneer Biryani, Buttermilk, Sea Food","Biryani, Seafood, Andhra, North Indian",600.0
Bathinda Junction,Yes,Yes,4.1,1250,+91 9886101619,Koramangala 5th Block,Casual Dining,"Butter Chicken, Kadhai Murgh, Rajma Chawal, Kadhai Paneer, Makke Ki Roti, Sweet Lassi, Dal Makhani",North Indian,600.0
Punjabi Dhaba,Yes,No,3.4,356,+91 9900296710,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350.0
Kota Kachori,Yes,No,4.3,3618,080 49652458,Koramangala 6th Block,Quick Bites,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani",400.0
Savoury - Sea Shell Restaurant,Yes,No,3.9,468,080 49994999,BTM,Casual Dining,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food",700.0
99 Pancakes,Yes,No,4.5,345,080 43729195,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Waffles, Nutella Pancakes","Desserts, Cafe",300.0
KFC,Yes,No,3.7,630,080 33994444,HSR,Quick Bites,"Burgers, Crispy Chicken, Fiery Chicken, Chicken Wings, Chicken Grill, Rice Bowl, Hot Wings","Burger, Fast Food",400.0
Potful,Yes,No,3.9,161,+91 8039345732,Koramangala 1st Block,Delivery,Hyderabadi Mutton Biryani,"Biryani, Kebab, Rolls, Mughlai",650.0
Ghee Biryanis,Yes,No,3.5,139,+91 9742044034,BTM,"Takeaway, Delivery",Biryani,"Biryani, North Indian",500.0
The Biriyani Pedia,Yes,No,3.9,58,+91 9809202588,BTM,Quick Bites,"Chicken Stew, Ghee Rice, Chai, Beef Biryani","Biryani, North Indian",300.0
Kabab Magic,Yes,No,3.8,883,080 25633202,BTM,Quick Bites,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Arabian Pulpy Grape Juice","North Indian, Kebab, Fast Food",500.0
Bihar Ki Shan,Yes,No,3.8,351,+91 9945615099,HSR,Quick Bites,Roti,North Indian,300.0
Ovenstory Pizza,Yes,No,4.1,192,+91 7738383000,Koramangala 8th Block,Delivery,"Chicken Tikka, Chocolava Cake, Peri Peri Pizza, Tandoori Paneer, Lava Cake",Pizza,750.0
Magix's Parattha Roll,Yes,No,3.7,185,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400.0
Nutri Rich,Yes,No,3.8,53,+91 8043761506,Koramangala 7th Block,Quick Bites,"Pizza, Spinach Curry, Salad",Healthy Food,350.0
Krishna Sagar,Yes,No,3.9,52,+91 9844610631,BTM,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese",300.0
Alankrutha,Yes,No,3.8,261,080 71967536,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500.0
New Punjabi Hotel,Yes,No,3.7,181,+91 8971800413,BTM,Quick Bites,"Tandoori Chicken, Butter Chicken, Tandoori Roti, Bhindi Masala, Paratha, Dal Makhani","North Indian, Chinese",400.0
Aasife & Brothers Biriyani Centre,Yes,No,3.9,129,080 49652512,HSR,Casual Dining,"Biryani, Fried Rice, Fish, Chicken Lollipop","Biryani, North Indian, South Indian, Chinese",600.0
C. K. Mega Hot Food,Yes,No,4.0,102,080 45128753,BTM,Casual Dining,"Chicken Lollipop, Garlic Butter Noodle","Chinese, Momos",600.0
Asha Tiffins,Yes,No,4.3,286,+91 7619682498,HSR,Quick Bites,"Vada, Masala Dosa, Kharabath, Filter Coffee, Kesari Bath, Idli Sambar",South Indian,150.0
Sri Udupi Park,Yes,No,4.0,65,+91 9632765444,HSR,Casual Dining,Tea,"South Indian, North Indian, Chinese, Beverages",300.0
Podi Idly,Yes,No,4.3,656,080 41330399,Koramangala 6th Block,Quick Bites,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",South Indian,250.0
B.M.W - Bhookh Mitaane Wala,Yes,No,3.6,504,+91 9035955192,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi","North Indian, South Indian, Chinese",500.0
Szechuan Dragon,Yes,No,3.9,184,+91 9513187711,HSR,Delivery,"Salad, Fried Rice Chicken","Chinese, Thai, Momos",600.0
Noodle Panda,Yes,No,4.3,341,+91 8043029207,Koramangala 5th Block,Casual Dining,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums","Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800.0
Little Lucknow,Yes,Yes,4.0,236,+91 7259259888,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800.0
Pathaan Sir,Yes,No,3.9,184,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Rolls, Chinese",300.0
Mealer.in,Yes,No,4.2,701,080 43709452,Koramangala 4th Block,Delivery,"Kheer, Sandwich, Roti, Salad, Rajma, Gulab Jamun, Chole","North Indian, Biryani",450.0
Grow Fit,Yes,No,4.0,457,080 39658868,Koramangala 6th Block,Delivery,"Pizza, Brownie, Chicken Biryani","Healthy Food, North Indian, Thai",500.0
Dosa Plaza,Yes,No,3.8,141,080 71967784,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200.0
The Shawarma Shop,Yes,No,4.1,382,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250.0
Howlin Wolf,Yes,No,4.0,94,+91 7795839478,HSR,Casual Dining,"Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich",700.0
Stoned Monkey,Yes,No,4.1,511,+91 9844993807,Koramangala 6th Block,Dessert Parlor,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream","Desserts, Ice Cream",500.0
The Pancake Story,Yes,No,4.6,121,080 49653454,Koramangala 1st Block,Dessert Parlor,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages",300.0
Bubble Bee,Yes,No,3.9,48,080 49652716,HSR,Dessert Parlor,"Bubble Tea, Waffles, Blueberry Cheesecake","Beverages, Bubble Tea, Desserts",400.0
Paisa Vasool,Yes,No,3.3,395,+91 9718221004,Koramangala 7th Block,Quick Bites,"Fish Thali, Aloo Paratha",North Indian,400.0
HSR Agarval Bhavan,Yes,No,3.2,68,+91 9379912345,HSR,Casual Dining,"Chole Bhature, Tea, Kachori","South Indian, Street Food, Fast Food, Desserts, Beverages",400.0
Odissi Restaurant,Yes,No,2.9,67,+91 8043744560,BTM,Casual Dining,"Egg Tadka, Roti, Veg Thali",Oriya,200.0
Asia Kitchen By Mainland China,Yes,Yes,4.9,2244,080 49652573,Koramangala 5th Block,"Casual Dining, Bar","Noodles, Chicken Dim Sum, Pad Thai Noodle, Jumbo Prawns, Cocktails, Prawn Sushi, Treasure Soup","Asian, Chinese, Thai, Momos",
ONE IN A MELON,Yes,No,4.1,414,+91 7406611666,Koramangala 7th Block,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich","Juices, Healthy Food",300.0
Vijayalakshmi Veg,Yes,No,3.9,100,080 49653105,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200.0
DinePost9,Yes,No,3.9,230,+91 8197326836,Koramangala 1st Block,Delivery,"Tandoori Chicken, Panneer Butter Masala, Butter Naan, Kheer","North Indian, South Indian, Chinese, Continental",450.0
The Rasaganga,Yes,No,3.9,160,+91 8197399958,HSR,Quick Bites,"Coffee, Dahi Vada, Chaat","South Indian, North Indian, Chinese, Street Food",300.0
Fritz Haber,Yes,No,4.0,403,+91 9632166833,HSR,Dessert Parlor,"Ice Cream Roll, Nitrogen Ice Cream, Roasted Almonds, Salted Caramel","Ice Cream, Desserts",450.0
PurpleBasil.in,Yes,No,4.4,457,+91 7899806600,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500.0
Rolla Rappa,Yes,No,3.6,176,+91 8147491682,HSR,Delivery,"Rolls, Tandoori Momos, Soya Chaap, Peri Peri Chicken Roll, Chicken Biryani, Fries, Paneer Roll","Biryani, Fast Food, Rolls, Momos",400.0
What'sinaPita,Yes,No,3.9,231,+91 9108974600,Koramangala 1st Block,Delivery,"Falafel Wrap, Salads, Brownie Fudge, Fattoush Salad, Chicken Wings, Pita Bread, Paneer Wrap","Mediterranean, Middle Eastern, Wraps, Rolls",400.0
Hotel Junior Kuppanna,Yes,No,3.1,269,+91 8041633030,HSR,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian",550.0
WTF,Yes,No,4.1,93,080 43758178,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600.0
Zee5 Loft,Yes,No,4.4,363,080 49653381,Koramangala 6th Block,Cafe,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad",500.0
Nite Out,Yes,No,4.0,1113,080 43709452,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500.0
Once Upon A Flame,Yes,No,4.5,2072,+91 7760533337,HSR,Casual Dining,"Burgers, Pasta, Mocktails, Mashed Potato, Salads, Chicken Steak, Beef Steak","Steak, Continental, Burger, BBQ",
Vegan Heat,Yes,No,4.1,314,080 48513973,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad",650.0
Rollin,Yes,No,4.0,212,080 49653017,Koramangala 4th Block,Quick Bites,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle","Continental, Pizza, Chinese",400.0
Chaatimes,Yes,No,3.4,47,+91 8884252255,BTM,Quick Bites,"Chaat, Dabeli, Panipuri","Street Food, Fast Food",200.0
Indiana Burgers,Yes,No,3.5,47,+91 8197170008,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300.0
Mitran Da Junction,Yes,No,4.1,322,+91 8043717046,Koramangala 6th Block,Quick Bites,"Butter Chicken, Dal Makhani, Roti, Tangdi Kabab, Panneer Butter Masala",North Indian,600.0
Firangi Bake,Yes,No,4.1,95,+91 7710090007,BTM,Delivery,"Lasagne, Subz-e-royal Pot Rice","Mexican, Italian",600.0
Yum In My Tum,Yes,No,4.2,114,+91 9108084789,BTM,Quick Bites,"Momos, Pizza Sandwich, Manchow Soup, Chowmein, Spring Roll, Noodles, White Pasta","Chinese, Continental, Fast Food, Healthy Food",300.0
Barbeque Delight,Yes,No,3.8,66,+91 9538670393,Koramangala 5th Block,Casual Dining,"Tandoori Chicken, Paratha","Arabian, Kerala, North Indian, Chinese, BBQ",800.0
Delite Chaat House,Yes,No,3.9,501,080 49652649,Koramangala 6th Block,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati",300.0
Srinidhi Sagar,Yes,No,3.9,162,080 25219337,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",40.0
Eatsomnia,Yes,No,3.5,433,+91 9035955192,Koramangala 1st Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500.0
Moolehatti Donne Biryani Mane,Yes,No,3.6,218,080 65000346,HSR,Quick Bites,"Mutton Biryani, Chicken Kebab, Donne Biryani","Biryani, Chinese, North Indian, Kebab",400.0
Krispy Kreme,Yes,No,3.9,151,080 25720338,HSR,Dessert Parlor,"Donut, Chocolate Doughnut, Chocolate Milkshake, Filter Coffee","Desserts, Beverages",300.0
El Salver,Yes,Yes,3.9,74,+91 9916802277,BTM,Casual Dining,Fish Curry,"North Indian, Chinese, South Indian",900.0
Tibetan Kitchen,Yes,No,4.3,246,080 25524435,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo","Tibetan, Chinese, Continental, Momos",600.0
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1155,080 49653479,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai",
Karahi Kitchen,Yes,No,4.1,168,080 49653156,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",300.0
Makers of Milkshakes,Yes,No,4.2,56,+91 7411568300,Koramangala 5th Block,Beverage Shop,"Vanilla Ice Cream, Chocolate Milkshake",Beverages,400.0
Waffle Head,Yes,No,4.0,39,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300.0
Waffle Magic,Yes,No,4.1,87,080 49652808,Koramangala 6th Block,Cafe,Waffles,"Cafe, Desserts",700.0
Tenzin Kitchen,Yes,No,4.2,534,+91 9731453282,Koramangala 7th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450.0
Kairali,Yes,No,3.9,172,+91 9844034033,BTM,Quick Bites,"Beef Fry, Fish Fry, Appam, Masala Prawn, Egg Roast, Chicken Curry, Biryani","South Indian, Seafood, Biryani",300.0
ReFresh Juice Junction,Yes,No,4.1,57,+91 9738510375,Koramangala 1st Block,"Beverage Shop, Quick Bites","Pasta, Burgers, Sandwiches","Juices, Fast Food",200.0
Sweet Truth,Yes,No,4.2,50,+91 7710055553,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",500.0
Tarbouche,Yes,No,4.0,269,080 49652642,Koramangala 5th Block,Kiosk,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls",300.0
Chowpatty,Yes,No,3.6,95,+91 9137367474,Koramangala 1st Block,Quick Bites,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav","North Indian, Fast Food, Street Food",300.0
Gramin,Yes,No,4.3,3461,+91 8041104104,Koramangala 7th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600.0
WAFL Co,Yes,No,4.2,53,080 43758178,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle","Desserts, Beverages",400.0
Pizza Stop,Yes,No,3.2,166,080 43704050,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600.0
Sri Dalma,Yes,No,3.8,78,+91 9972168855,HSR,Quick Bites,"Thali, Mutton Handi","Oriya, Bengali",350.0
The Mylapore Cafe,Yes,No,4.1,121,080 41472414,HSR,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",200.0
Desipun,Yes,Yes,4.2,348,+91 9108182190,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700.0
Kick Out the Jams,Yes,No,4.0,529,+91 9900831191,Ejipura,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni","Burger, American, Italian",350.0
Bangaliana,Yes,No,3.9,454,080 25711058,Koramangala 7th Block,Casual Dining,"Sea Food, Bhetki Paturi, Chicken Dak Bunglow, Prawn, Rasgulla, Potato Curry, Mishti Doi",Bengali,600.0
Calorie Express,Yes,No,3.6,193,+91 9663868626,BTM,Delivery,Chicken Sandwich,Healthy Food,450.0
Roots,Yes,Yes,4.5,1889,080 49653573,Koramangala 1st Block,"Casual Dining, Bar","Kadhai Murgh, Coffee Toffee, Pasta, Tandoori Chicken, Dum Aloo, Tandoori Pomfret, Butter Chicken","North Indian, South Indian, Chinese, Continental, Mangalorean",
Keventers,Yes,No,4.0,169,080 48534097,Koramangala 5th Block,"Beverage Shop, Dessert Parlor","Kit Kat Shake, Thick Shakes, Rasmalai, Oreo Shake, Chocolate Hazelnut, Milk Shake, Choco Hazelnut","Desserts, Beverages, Ice Cream",400.0
McDonald's,Yes,No,3.8,295,+91 8928304180,Koramangala 5th Block,Quick Bites,"Burgers, Oreo Mcflurry, French Fries, Mcspicy Chicken Burger, Paneer Pockets, Tikki, Chicken Maharaja Mac","Fast Food, Burger",500.0
Tall Blonde French,Yes,No,4.3,726,+91 9880614444,Koramangala 5th Block,Quick Bites,"French Fries, Peri Peri Fries, Cup Cake, Potato Fries, Fried Cheese, Chicken Fries, Mexican Fries",Fast Food,400.0
The Litti Company,Yes,No,3.7,34,+91 8340766542,HSR,"Takeaway, Delivery","Liti Chokha, Aloo Litti, Dal Halwa",Bihari,400.0
Bearfoot Cafe,Yes,No,4.2,177,+91 8904044405,Koramangala 6th Block,Cafe,"Cappuccino, Burgers, Fish, Pizza, Coffee, White Sauce Pasta, Fries",Cafe,600.0
Tapri By The Corner,Yes,No,4.1,205,+91 7349385173,Koramangala 5th Block,Quick Bites,"Tea, Chole, Khichda, Butter Paneer, Paneer Bhurji, Paratha, Masala Chai",Fast Food,250.0
Nasi And Mee,Yes,Yes,4.4,2398,080 49653462,Koramangala 4th Block,Casual Dining,"Salads, Shitake Mushrooms, Noodles, Dumplings, Nasi Goreng, Crispy Corn, Vegetarian","Malaysian, Thai, Singaporean, Asian, Chinese, Momos",
Anda Ka Funda,Yes,No,3.2,64,+91 9902666308,BTM,Quick Bites,"Paratha, Rolls, Roti","North Indian, Chinese, Rolls",250.0
Zangos Grill,Yes,No,4.0,188,+91 7204067766,Koramangala 1st Block,Delivery,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken","BBQ, Fast Food",300.0
Foodiesthan,Yes,No,3.7,59,+91 9845055369,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600.0
Krem,Yes,No,4.1,61,080 49653345,Koramangala 5th Block,Dessert Parlor,"Churros, Baklava Ice Cream, Cheesecake, Chocolate Peanut Butter, Cheese Roll, Chocolate Sundae","Desserts, Ice Cream, Beverages, Sandwich",450.0
Sultans of Spice,Yes,Yes,4.5,3469,080 49652770,Koramangala 5th Block,Casual Dining,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad",
Kumarakom,Yes,Yes,3.8,1167,080 49653501,HSR,Casual Dining,"Egg Roast, Appam, Fish, Sea Food, Chicken Curry, Chicken Stew, Beef Fry","Kerala, Seafood, South Indian, North Indian, Chinese",600.0
Pappu Chaiwalla,Yes,No,3.1,89,080 49721444,BTM,Quick Bites,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food",300.0
